order_id,customer_state,customer_city,order_status,order_purchase_timestamp,product_category,seller_state,price,freight_value,price_with_freight,payment_type,payment_value,review_score,delivery_days,is_delivered,is_cancelled
fa37c4d7efdb58513147c124a078bc54,SP,marilia,delivered,2018-03-23 11:03:26,costruction_tools_tools,MG,63.8,30.4,94.2,boleto,94.2,5.0,13.0,True,False
153a29136d63c03e64ebd73c54ccd3c7,SP,sao paulo,delivered,2018-06-22 14:43:30,garden_tools,SP,49.9,20.99,70.89,credit_card,70.89,4.0,6.0,True,False
46221a9cc394119ee2251ed0351173d9,RJ,rio de janeiro,delivered,2018-02-01 11:52:17,electronics,SP,13.65,14.1,27.75,credit_card,27.75,4.0,14.0,True,False
6543c9fd7bfbf8a31d844a1523b6f04d,PR,curitiba,delivered,2018-01-16 22:49:54,bed_bath_table,SP,45.9,15.11,61.01,credit_card,61.01,5.0,8.0,True,False
3e842a1e166c97b49a05adaf6c7581f2,SP,sao paulo,delivered,2017-05-25 15:54:40,bed_bath_table,SP,73.98,23.7,97.68,credit_card,97.68,4.0,13.0,True,False
53bc636566661ad70a488148ed95ec74,RJ,rio de janeiro,delivered,2018-01-04 23:32:00,bed_bath_table,SP,89.9,17.88,107.78,credit_card,107.78,5.0,5.0,True,False
27f2fc5cc614685907cc6814ab7701ce,SP,santa fe do sul,delivered,2017-11-02 17:38:40,bed_bath_table,SP,89.9,16.26,106.16,credit_card,106.16,4.0,11.0,True,False
0e3b58fbb4c7e525bdf7bcdde27a2881,SC,criciuma,delivered,2018-04-15 22:10:05,fashion_bags_accessories,SC,35.98,13.61,49.59,credit_card,49.59,5.0,4.0,True,False
dfaedd65a3ca2a4cc07753c583a535d9,PR,curitiba,delivered,2017-07-15 21:58:41,furniture_living_room,MG,62.9,27.82,90.72,credit_card,90.72,3.0,12.0,True,False
314fc0121ed16cbe4f7979e96f3768ef,SP,marilia,delivered,2018-04-24 22:09:09,cool_stuff,SP,189.9,24.05,213.95,credit_card,213.95,3.0,7.0,True,False
c8f74736a2adf12a4057a4c97c8dedb1,SP,taubate,delivered,2018-06-28 18:50:08,sports_leisure,PR,109.9,27.07,136.97,credit_card,136.97,5.0,6.0,True,False
14db1d0a0c68e65f2a097d76be8feb71,RJ,rio de janeiro,delivered,2018-03-08 10:19:28,telephony,SP,44.99,15.23,60.22,credit_card,60.22,5.0,12.0,True,False
a38aeb63e6290170677c4cf2ab4c0f7f,RJ,nova friburgo,delivered,2018-03-26 10:14:31,electronics,SP,144.9,18.89,163.79000000000002,credit_card,163.79,1.0,7.0,True,False
05fad97db96406de1787c7a532c46a2b,RS,sao jose do hortencio,delivered,2018-06-19 11:34:27,garden_tools,SP,82.99,23.38,106.37,voucher,106.37,5.0,7.0,True,False
c82445412645dc0bd09408f535c2b86d,SP,valinhos,delivered,2017-09-18 14:48:19,electronics,RS,79.0,18.79,97.79,credit_card,97.79,4.0,14.0,True,False
63e6167831e2896f74d9227af41b1431,DF,brasilia,delivered,2018-07-31 14:59:05,housewares,SP,220.0,28.52,248.52,credit_card,248.52,4.0,7.0,True,False
9c0c12e4d0dc6b288f3e7755c791aa35,PR,campo mourao,delivered,2017-04-18 21:13:54,pet_shop,SP,99.9,22.17,122.07,credit_card,122.07,5.0,23.0,True,False
2a00d2a2be8e1f2b07fcfd5e89a66062,SP,sao vicente,delivered,2018-05-16 08:53:36,cool_stuff,SP,65.0,7.39,72.39,boleto,72.39,4.0,14.0,True,False
2d69f10ad3b8448d288a26023ff5f977,SP,sao paulo,delivered,2018-06-05 17:40:18,furniture_decor,SP,550.1,46.1,596.2,credit_card,596.21,4.0,10.0,True,False
a7ce71faa90255e55a627d8b1065e0c3,SP,sao caetano do sul,delivered,2017-05-12 22:27:41,toys,RJ,129.99,14.66,144.65,boleto,144.65,5.0,4.0,True,False
1ec2e1de3e116559a59ec5166697d334,SP,itu,delivered,2017-03-07 14:13:42,stationery,SP,166.0,11.77,177.77,credit_card,177.77,5.0,9.0,True,False
63576020815760d4b5d11cef32595ada,SP,santo andre,delivered,2017-09-03 18:10:21,watches_gifts,SP,399.8,25.8,425.6,credit_card,425.6,5.0,3.0,True,False
af9590febcbcb2c619ddf09330abc567,MG,juiz de fora,delivered,2017-11-10 16:31:07,market_place,SP,119.9,27.16,147.06,boleto,147.06,3.0,14.0,True,False
0975d77f1213304145f61b455a53792c,RS,cacequi,delivered,2017-06-05 11:46:52,cool_stuff,SP,129.99,18.16,148.15,boleto,148.15,5.0,14.0,True,False
ceb13edd7ff6e50ff3a9295764a6b3b7,MG,belo horizonte,delivered,2018-08-06 15:08:47,perfumery,SP,89.9,18.73,108.63,credit_card,108.63,5.0,7.0,True,False
5adcb18c1456b44c8c96e0540ea9b9df,MG,lavras,delivered,2017-12-03 23:39:27,sports_leisure,SC,79.9,18.13,98.03,credit_card,98.03,3.0,9.0,True,False
47378b461210a310c95e17323f7dd726,SP,franco da rocha,delivered,2017-01-27 05:27:14,books_general_interest,RJ,124.99,19.15,144.14,boleto,144.14,5.0,10.0,True,False
231f6725cc4f33c7d2473e21240e34fe,SP,guaruja,delivered,2018-06-29 12:51:35,housewares,SP,320.0,29.49,349.49,credit_card,349.49,5.0,7.0,True,False
38c4ead64825466cd4d3e073d46d5105,CE,morada nova,delivered,2018-02-24 19:51:02,garden_tools,SP,279.0,34.4,313.4,credit_card,313.4,3.0,18.0,True,False
0b4129a3415a486e4965d618f9b5debf,DF,brasilia,delivered,2017-11-26 12:59:04,watches_gifts,SC,98.9,27.21,126.11,credit_card,126.11,5.0,15.0,True,False
31a1db6df7cda3d38d977182b46e8b88,PR,curitiba,delivered,2018-02-15 15:44:17,computers_accessories,PR,168.0,25.44,193.44,credit_card,193.44,5.0,7.0,True,False
f82a2055f59b4ccf07be7a6e9d52debd,SP,sao paulo,delivered,2017-10-05 13:56:51,telephony,SP,59.8,15.56,75.36,credit_card,75.36,5.0,2.0,True,False
7529a27c3db5807043903076a53133dd,RS,tucunduva,delivered,2017-03-07 16:31:53,cool_stuff,SP,65.99,19.05,85.03999999999999,boleto,85.04,5.0,7.0,True,False
d3320c7579b87d355511ba06b4d18aa4,MS,tres lagoas,delivered,2018-03-19 12:19:26,bed_bath_table,SP,19.9,18.23,38.13,voucher,38.13,5.0,10.0,True,False
a33e332399ed231007a28d4fdac21158,MG,belo horizonte,delivered,2017-10-10 11:37:45,cool_stuff,MG,139.9,14.0,153.9,credit_card,153.9,3.0,7.0,True,False
94cb2dc75a318daa6b70375697c4d3ed,SP,sao paulo,delivered,2018-02-13 16:10:17,perfumery,RJ,119.9,15.59,135.49,credit_card,135.49,4.0,20.0,True,False
b413de6592c9ddd8ab07e542285d7a85,SC,gaspar,delivered,2018-07-28 14:52:12,computers_accessories,PE,179.9,63.51,243.41,credit_card,243.41,5.0,10.0,True,False
4b0c92c783fce531bb5b76d0bb2636ac,MT,agua boa,delivered,2018-06-19 08:36:42,audio,SP,14.9,22.06,36.96,credit_card,36.96,5.0,9.0,True,False
1b378c6853f2d592f7769653207bc18f,SP,sao paulo,delivered,2018-03-27 19:36:34,,PR,119.9,15.72,135.62,credit_card,135.62,5.0,5.0,True,False
a9601d068b873488daa5f72c7daa1f10,CE,parambu,delivered,2017-10-24 13:00:44,telephony,SP,25.9,25.63,51.53,boleto,51.53,4.0,16.0,True,False
fc9c5a8e296849292b4aa44da1911cd4,RJ,nova iguacu,delivered,2018-02-03 13:00:36,stationery,SP,149.0,18.29,167.29,credit_card,167.29,3.0,6.0,True,False
ed43ef5525ec92016160579ad9921e9a,RS,sapucaia do sul,delivered,2017-12-18 18:09:43,sports_leisure,SP,240.0,33.2,273.2,boleto,273.2,5.0,16.0,True,False
b6c4a66a0d34a8b94f2b9ab96147ba0d,SP,sao paulo,delivered,2018-06-29 23:21:58,bed_bath_table,SP,57.31,13.98,71.29,credit_card,71.29,5.0,10.0,True,False
9b1936414d93398380f940b3f86edb5b,PR,maringa,delivered,2017-09-24 19:21:57,housewares,SP,6.0,15.1,21.1,credit_card,21.1,5.0,8.0,True,False
797fe018b83e5b8aaef674bad19874e9,RJ,rio de janeiro,delivered,2017-05-08 15:15:49,furniture_decor,SP,109.6,60.4,170.0,credit_card,170.0,5.0,16.0,True,False
01dbd2da9b685e6d444416f7825d0931,RS,porto alegre,delivered,2017-10-04 22:21:13,fashion_bags_accessories,SP,33.6,15.1,48.7,credit_card,48.7,4.0,15.0,True,False
32c1eb77cf7ceaa6358640e4cad0d14c,SP,sao paulo,delivered,2018-07-05 22:39:59,health_beauty,SP,85.5,11.62,97.12,credit_card,97.12,4.0,5.0,True,False
4ccf6ee1044ab9f8ec63953f1f2a708d,MG,alpinopolis,delivered,2018-05-05 11:40:42,watches_gifts,SP,118.0,18.71,136.71,boleto,136.71,4.0,11.0,True,False
4832ff0402c0e07fcf802721babe2b05,SP,birigui,delivered,2018-05-01 09:03:05,baby,SP,1099.0,102.55,1201.55,credit_card,1201.55,5.0,6.0,True,False
ed00da1e5d293d3fda249e4df6036035,PE,jaboatao dos guararapes,delivered,2018-07-09 23:30:18,health_beauty,MA,122.99,21.13,144.12,credit_card,144.12,5.0,15.0,True,False
f5c6b02fe83de0441786b7fd0f361870,SP,sao paulo,delivered,2018-01-12 22:55:53,computers_accessories,PR,74.9,12.65,87.55000000000001,credit_card,87.55,5.0,9.0,True,False
30f953550693db6ca376d49de5533bd1,RS,porto alegre,delivered,2018-04-24 21:07:06,air_conditioning,SP,35.9,15.23,51.13,credit_card,51.13,5.0,10.0,True,False
dc7b9b702c0effb86fee8579bff12f3c,SP,sao carlos,delivered,2017-05-29 13:38:04,toys,SP,44.95,11.85,56.8,credit_card,56.8,5.0,4.0,True,False
6ea9f2cd206705f2638e4d3db4698031,PR,marmeleiro,delivered,2017-05-06 11:30:56,furniture_decor,MG,95.8,37.88,133.68,credit_card,133.68,1.0,16.0,True,False
0b54477549051598bd77d59bee6182a7,MA,sao luis,delivered,2017-07-25 18:30:00,toys,SP,69.9,34.29,104.19,credit_card,104.19,5.0,24.0,True,False
3947f8b579143e1289ebaf01ff3dd6ad,SP,sao bernardo do campo,delivered,2018-05-09 15:39:10,bed_bath_table,SP,84.0,17.5,101.5,voucher,101.5,4.0,7.0,True,False
0b5588f04551d90ee148462bb65dfddf,RS,erechim,delivered,2018-07-18 00:08:34,housewares,SP,118.99,27.13,146.12,debit_card,146.12,3.0,16.0,True,False
52c3edf18680e4785029db436e8c22c0,RJ,rio de janeiro,delivered,2017-07-12 19:56:51,auto,SP,149.99,17.3,167.29000000000002,boleto,167.29,5.0,8.0,True,False
0566f139f1d1dff8ebfb3b1233ef4dd0,MG,divinopolis,delivered,2017-10-16 12:55:19,computers_accessories,SC,44.98,16.79,61.77,credit_card,61.77,5.0,4.0,True,False
07cacf10cc226618237904718bfb96c2,DF,brasilia,delivered,2017-06-19 11:03:16,furniture_decor,SP,79.99,17.81,97.8,boleto,97.8,5.0,17.0,True,False
f0691b76292c349ef0ebe7e30b7b2823,MG,manhuacu,delivered,2018-07-04 10:04:42,sports_leisure,MG,125.9,14.22,140.12,credit_card,140.12,4.0,5.0,True,False
ae5006e8bc74e1aba0f5f41bd117cdaa,SP,sao paulo,delivered,2017-11-09 04:25:35,computers_accessories,RS,91.9,15.4,107.3,credit_card,107.3,5.0,8.0,True,False
82092e4ea665844f6f8991dbab00104d,MA,balsas,delivered,2017-04-23 18:21:44,perfumery,SP,303.99,28.39,332.38,credit_card,332.38,5.0,22.0,True,False
621e03f779410292b15f82803b88fabd,MG,frei inocencio,delivered,2018-01-22 18:33:21,luggage_accessories,MG,129.5,13.93,143.43,credit_card,143.43,3.0,4.0,True,False
c8cdd4400eb4d108c4fb6992339c9fa1,SP,sao paulo,delivered,2018-01-05 09:00:35,watches_gifts,SC,219.0,16.28,235.28,credit_card,235.28,1.0,10.0,True,False
18972fa50ade81fa4f43586d2a26992f,SP,sao paulo,delivered,2017-12-03 10:50:53,sports_leisure,RJ,482.0,30.87,512.87,credit_card,512.87,4.0,5.0,True,False
3a7f40eab12e1d0bbd77a6cbb0e9f4e0,RJ,angra dos reis,delivered,2018-01-26 22:06:53,health_beauty,SP,150.0,15.8,165.8,credit_card,165.8,3.0,24.0,True,False
12841a11f62453c88f68ee1f7cb45c47,SP,sao carlos,delivered,2017-12-06 16:18:06,sports_leisure,SP,53.9,11.88,65.78,credit_card,65.78,5.0,13.0,True,False
074e803978094c38b91ddd375ee6ca69,SP,sao paulo,delivered,2017-11-06 23:16:19,health_beauty,SP,86.9,12.11,99.01,credit_card,99.01,4.0,3.0,True,False
e561fa177791f05209e4557ba7366347,SP,poa,delivered,2018-08-16 13:02:28,toys,SP,93.9,12.96,106.86,credit_card,106.86,4.0,1.0,True,False
1cff0fb86f1f68d69f65f7a9746f2096,SC,blumenau,delivered,2017-12-05 01:53:56,office_furniture,SP,196.99,70.26,267.25,boleto,267.25,2.0,31.0,True,False
95cf53396116b5dd518b5ba1c11a0bb5,GO,goiania,delivered,2017-04-21 19:31:13,baby,SP,59.0,17.84,76.84,credit_card,76.84,1.0,12.0,True,False
e11db3584a81dec055a64991fa65e9db,SP,bauru,delivered,2017-06-02 22:47:50,housewares,MG,60.08,18.0,78.08,voucher,78.08,5.0,16.0,True,False
55207ad1b8a7afec37d6132f6db7fd1e,SP,cosmorama,delivered,2018-04-18 17:02:16,sports_leisure,SP,89.49,13.1,102.59,credit_card,102.59,5.0,6.0,True,False
8ec209265a47650812217445916b21ce,MG,vicosa,delivered,2018-05-04 20:23:00,construction_tools_construction,SP,579.99,37.6,617.59,credit_card,617.59,5.0,7.0,True,False
1688c2ea4929b519cfc4653742e736ec,RO,porto velho,delivered,2018-06-26 11:12:16,cool_stuff,SP,48.0,45.78,93.78,boleto,93.78,3.0,9.0,True,False
66c21fa04706b27438fe03e00ba596f0,SP,ilhabela,delivered,2018-06-06 23:48:02,pet_shop,SP,53.0,23.09,76.09,credit_card,76.09,4.0,4.0,True,False
fc024e7a7e5a5ac73800730c0b388063,GO,luziania,delivered,2017-07-08 16:31:24,cool_stuff,MG,99.9,18.27,118.17,credit_card,118.17,5.0,4.0,True,False
2d88faf08d61205e21df03548b98d88b,MT,rondonopolis,delivered,2018-01-31 23:12:26,computers_accessories,SP,53.99,16.82,70.81,credit_card,70.81,5.0,22.0,True,False
3d5ac3886057103d59fc294cef2677e6,SP,sao jose dos campos,delivered,2018-01-03 19:01:41,perfumery,RJ,22.5,15.1,37.6,credit_card,37.6,1.0,27.0,True,False
dfb7ad2750d51f15a654d8734414a6f4,SP,itapecerica da serra,delivered,2018-03-17 20:00:51,telephony,SP,42.0,7.87,49.87,credit_card,49.87,2.0,16.0,True,False
35ab20ce8b706d54507640a4a7b0ff35,SP,paraguacu paulista,delivered,2017-10-20 16:29:26,watches_gifts,SP,689.0,17.84,706.84,credit_card,706.8399999999999,5.0,7.0,True,False
88a63f5cd80c851070a20452bd83d4d7,DF,brasilia,delivered,2017-04-07 20:13:18,bed_bath_table,SP,65.9,17.3,83.2,credit_card,83.2,5.0,20.0,True,False
afb23e950af5ba7626b9fcc4e1c63147,MG,belo horizonte,delivered,2017-10-19 19:14:44,watches_gifts,SP,199.0,15.14,214.14,credit_card,214.14,4.0,8.0,True,False
1f4d31c92c16cb108f6eec093728b629,SP,sao paulo,delivered,2017-06-28 13:03:15,housewares,SP,59.9,14.13,74.03,credit_card,74.03,4.0,5.0,True,False
37dd0a597befd18b4e172e00487e4c46,SP,maua,delivered,2018-01-02 20:28:32,bed_bath_table,SP,58.67,8.72,67.39,credit_card,67.39,5.0,17.0,True,False
543dbae182bd4940d1db691141165e0a,RS,esteio,delivered,2018-02-20 15:41:09,electronics,RS,79.0,12.26,91.26,credit_card,91.26,4.0,7.0,True,False
de5c0320a3acd9bb7b5acc242d51d54d,RS,porto alegre,delivered,2017-11-12 22:19:09,health_beauty,PR,59.9,16.18,76.08,boleto,76.08,3.0,15.0,True,False
0b528dd823a72d145a342b30a202dfa2,MG,lavras,delivered,2018-04-16 16:31:50,baby,SP,169.9,39.01,208.91,credit_card,208.91,5.0,8.0,True,False
6fe0c69d1afecba53e06ec8c8b533dea,RJ,sao pedro da aldeia,delivered,2017-11-11 18:31:14,housewares,SP,79.0,49.08,128.07999999999998,boleto,128.08,4.0,19.0,True,False
5c78dd4658f7e317f7e2b71fe2abf783,SP,sao paulo,delivered,2017-07-06 21:14:50,furniture_decor,SP,24.75,12.69,37.44,credit_card,37.44,5.0,10.0,True,False
2e95926835baa8ca4f74e2602a69a84e,MG,iturama,delivered,2017-04-26 14:03:27,perfumery,PR,449.9,19.99,469.89,credit_card,469.89,5.0,21.0,True,False
0d3361c2f225ac28b02f7a5492ed73fb,SP,araras,delivered,2017-12-02 09:45:39,kitchen_dining_laundry_garden_furniture,SP,449.0,54.68,503.68,credit_card,503.68,3.0,6.0,True,False
a8986837f6dff6a1dc83345fa71dcf1f,SP,guarulhos,delivered,2017-08-26 16:17:10,bed_bath_table,SP,195.0,14.97,209.97,boleto,209.97,5.0,6.0,True,False
e4272316e0c554e6648e2148434abd44,SC,santa cruz do timbo,delivered,2018-06-28 10:31:49,toys,SP,30.99,18.32,49.31,voucher,49.31,4.0,12.0,True,False
56ba02ddcb5947d6fe4d7816e623e054,SC,itajai,delivered,2018-02-07 12:08:41,toys,SP,279.9,16.71,296.61,credit_card,296.61,1.0,19.0,True,False
fea313ef8be419d678a5eb321aa4dd24,SP,ferraz de vasconcelos,delivered,2017-05-16 17:04:02,luggage_accessories,SP,259.9,41.77,301.67,boleto,301.67,5.0,2.0,True,False
fa9ef315051f18a68686aca274ae8f2a,MG,bicas,delivered,2017-09-23 16:04:49,bed_bath_table,SP,89.9,17.88,107.78,credit_card,107.78,5.0,10.0,True,False
ccb44718a5b5b8bde31b24e888d56d09,MG,belo horizonte,delivered,2017-10-25 18:46:38,sports_leisure,PR,59.9,16.86,76.75999999999999,credit_card,76.76,5.0,12.0,True,False
75ce76d60bf52b60e058e5d03571b145,MG,paracatu,delivered,2018-03-19 21:46:23,furniture_decor,PR,33.8,44.12,77.91999999999999,credit_card,77.92,4.0,14.0,True,False
50430e1769dcc2c6d4a7db028ed50a81,MT,rondonopolis,delivered,2017-04-07 11:23:42,tablets_printing_image,SP,14.9,20.8,35.7,voucher,35.7,3.0,13.0,True,False
addee0cbf3361fd2ad627432082aa096,PR,pato branco,delivered,2017-08-15 14:51:31,health_beauty,SC,132.9,15.68,148.58,credit_card,148.58,5.0,6.0,True,False
4d6de9e9aa5820e340e8438ed218931e,RS,bento goncalves,delivered,2017-03-20 16:15:32,telephony,SP,18.99,16.05,35.04,credit_card,35.04,4.0,14.0,True,False
e987b29cdd5c19069d7c65a4eac2a806,MG,alfenas,delivered,2018-07-15 21:52:17,signaling_and_security,RS,49.9,22.28,72.18,credit_card,72.18,5.0,15.0,True,False
9040ee228f2a73cf71c59e19d2d1f1d8,SP,tiete,delivered,2017-11-22 12:58:19,fashion_bags_accessories,SP,49.99,11.85,61.84,credit_card,61.84,5.0,8.0,True,False
08445c33aae15e7639ae685a2763bf58,SP,sao paulo,delivered,2017-10-07 23:33:15,health_beauty,SP,121.9,13.87,135.77,boleto,135.77,4.0,18.0,True,False
336849260da128bf88be93e5bd4d15be,MS,campo grande,delivered,2018-05-09 20:08:50,furniture_decor,SP,69.9,0.0,69.9,boleto,69.9,5.0,5.0,True,False
cc2e56876c1e46ae38eb40eb187b23a9,SP,sao paulo,delivered,2018-01-09 15:42:32,cool_stuff,SP,29.5,13.08,42.58,credit_card,48.13,5.0,5.0,True,False
c261c57774808b333866f1957d4f8ebd,SP,mogi das cruzes,delivered,2018-02-21 22:57:17,baby,SP,69.0,7.78,76.78,credit_card,76.78,,8.0,True,False
d29cafb654e73fca65371aec22d88ca8,SP,sao paulo,delivered,2017-11-03 18:39:33,luggage_accessories,SP,129.9,37.0,166.9,voucher,166.9,5.0,7.0,True,False
0cd266ef44ad3b8afcae07e465edecc9,DF,brasilia,delivered,2017-06-05 02:22:27,pet_shop,SP,25.9,15.1,41.0,credit_card,41.0,5.0,8.0,True,False
a34cb116fd337ef68f4d8057031b39a5,RJ,rio de janeiro,delivered,2018-07-05 13:27:33,luggage_accessories,SP,19.9,15.24,35.14,boleto,35.14,5.0,7.0,True,False
fce15c105dfcd0ab5e6cc03e4b026167,SC,itajai,delivered,2018-07-17 23:06:07,housewares,MG,118.13,23.98,142.11,credit_card,142.11,4.0,8.0,True,False
32b72e8b9ce039ddb7a5d884d7b4d30b,SP,sao paulo,delivered,2018-06-10 16:10:57,bed_bath_table,SP,45.0,13.71,58.71,credit_card,58.71,3.0,8.0,True,False
2d7d78a1457c3765a5ee5dcae46046fd,SP,marilia,delivered,2017-12-01 09:21:34,cool_stuff,SP,243.89,14.05,257.94,credit_card,257.94,3.0,6.0,True,False
6635dbf3ae34165800e11b16e937322b,SP,taubate,delivered,2018-04-28 05:58:22,home_construction,SP,427.0,25.1,452.1,credit_card,452.1,5.0,10.0,True,False
defa35b1f40e19ddeea7aa2aadb0ef3f,PR,curitiba,delivered,2017-10-09 10:59:04,computers_accessories,SP,49.0,15.1,64.1,boleto,64.1,5.0,14.0,True,False
402571417385ea134265f371272b0cce,CE,quixere,delivered,2017-07-25 13:31:54,garden_tools,SP,324.3,47.86,372.16,credit_card,372.16,3.0,21.0,True,False
8944f7ffacbf68290782beb6f6d21ece,MG,contagem,delivered,2018-04-06 18:05:05,housewares,MG,99.0,23.46,122.46,credit_card,122.46,3.0,5.0,True,False
7af964692dbab0c7e5f70ff30f03b7df,SP,sao paulo,delivered,2018-08-14 03:22:04,sports_leisure,SP,33.49,7.97,41.46,credit_card,41.46,5.0,3.0,True,False
9021245fa468408aa7111005cf498277,SP,carapicuiba,delivered,2018-02-18 13:58:52,costruction_tools_garden,SP,16.2,11.85,28.05,credit_card,28.05,5.0,8.0,True,False
6a795efb2654a56729bd429117198807,RS,gramado,delivered,2017-11-11 19:29:52,cool_stuff,SP,128.9,15.65,144.55,boleto,144.55,5.0,11.0,True,False
3ad3f961be5de9064df7ea138472ab70,RS,serafina correa,delivered,2017-08-16 22:10:31,garden_tools,SP,59.9,17.67,77.57,credit_card,77.57,1.0,18.0,True,False
e375d0d9503a5e95db66e6a83833b5cc,RJ,rio de janeiro,delivered,2017-09-25 10:03:34,furniture_decor,SP,32.9,49.09,81.99000000000001,credit_card,81.99,4.0,7.0,True,False
b1866dace5f7daf46e4ef10ed7c3a5e9,MT,campo verde,delivered,2017-11-20 12:49:35,,SP,59.9,19.66,79.56,credit_card,79.56,3.0,36.0,True,False
64212621110bae7f5310d5737a9c8e53,MG,belo horizonte,delivered,2017-12-11 16:37:18,sports_leisure,SP,107.0,15.5,122.5,boleto,122.5,4.0,9.0,True,False
6aa0a6611260e7a3288dd6e2864f67eb,SP,sao paulo,delivered,2017-10-06 13:34:07,bed_bath_table,SP,59.9,11.92,71.82,voucher,71.82000000000001,3.0,14.0,True,False
a69fb30a9523caa379e6031fd0c3a4d2,SP,sao vicente,delivered,2018-03-31 15:43:51,electronics,SP,97.9,11.31,109.21,credit_card,109.21,5.0,5.0,True,False
657092a7391a08ae27775a441765b3bc,SP,sao paulo,delivered,2018-06-09 10:48:27,telephony,SC,216.0,20.48,236.48,credit_card,236.48,3.0,14.0,True,False
ae22ff58af6a02d30bd820bfc1f2cb3f,GO,bela vista de goias,delivered,2017-02-13 18:39:12,fashion_shoes,PR,69.8,41.6,111.4,boleto,111.4,4.0,9.0,True,False
c02f1c85742b8acbc1c02a8d7e6d71dd,RJ,mage,delivered,2018-03-07 22:25:17,baby,SP,52.0,17.94,69.94,credit_card,69.94,1.0,38.0,True,False
cbb7694680a105281d391bf7002c0477,SP,ribeirao preto,delivered,2018-05-03 00:03:53,computers_accessories,SP,139.8,38.41,178.21,boleto,178.21,3.0,6.0,True,False
6f51c1344ad020aefab85b67a98bebd1,SP,sao paulo,delivered,2017-12-15 16:43:26,watches_gifts,RJ,124.99,14.62,139.61,credit_card,139.61,4.0,12.0,True,False
a97fd57e9692389b794fd4c3a328f68f,MG,mantena,delivered,2018-08-23 18:06:57,baby,SP,97.99,20.99,118.98,credit_card,118.98,5.0,5.0,True,False
ec5865f7945e691793bc68e066c837fc,SP,pindamonhangaba,delivered,2018-08-09 00:07:36,housewares,SP,18.8,12.79,31.59,credit_card,31.59,5.0,5.0,True,False
3dafc0bec8f7cc53ecc6671ca9c646d7,SP,sao vicente,delivered,2018-07-06 23:38:02,computers_accessories,SP,22.49,7.42,29.91,credit_card,29.91,5.0,5.0,True,False
03772e1a30e1a11c351ff80f0e20263f,MG,contagem,delivered,2018-03-21 15:47:52,sports_leisure,SP,96.49,15.56,112.05,credit_card,112.05,3.0,11.0,True,False
ca8ff03738f16d623d89e6d57e54715c,SC,florianopolis,delivered,2018-03-20 12:24:39,housewares,SP,44.9,21.43,66.33,credit_card,66.33,3.0,17.0,True,False
dd0cba59df3a0bfd6e21bdd9cfefd7bc,RJ,rio de janeiro,delivered,2018-06-04 17:47:50,watches_gifts,SP,529.0,18.58,547.58,debit_card,547.58,5.0,6.0,True,False
b02f16483f20ca4c7d1d5b147eca4c79,SP,araraquara,delivered,2017-03-24 11:32:35,housewares,MG,14.99,14.52,29.51,credit_card,29.51,5.0,101.0,True,False
b8d8f5e99979f7cbf541344ae12c8cf4,AC,rio branco,delivered,2018-07-29 21:05:16,health_beauty,SC,527.9,63.98,591.88,credit_card,591.88,5.0,16.0,True,False
fb11780dd534a4af0611d27c007b88b0,PE,garanhuns,delivered,2017-07-17 13:57:21,bed_bath_table,SP,205.0,38.57,243.57,credit_card,243.57,5.0,11.0,True,False
4e19d5224178c861043985f3f63fed27,PR,curitiba,delivered,2018-08-04 10:37:23,watches_gifts,SP,165.0,16.26,181.26,credit_card,181.26,5.0,5.0,True,False
875e51f9d6e1c16b9c8efd34fce58b13,SP,sao paulo,delivered,2018-04-03 20:25:44,health_beauty,SP,23.49,7.87,31.36,credit_card,31.36,5.0,7.0,True,False
dcc3610bd6745b8ec0d84354631fbd3d,PR,maringa,delivered,2018-07-22 20:04:02,stationery,SP,120.0,20.03,140.03,boleto,140.03,5.0,5.0,True,False
26e0070f204a2cc8cae3504b038a0dfe,BA,salvador,delivered,2018-07-07 18:42:58,computers_accessories,MG,22.32,17.09,39.41,credit_card,39.41,5.0,13.0,True,False
4fa185eee645de376971cf20b7387a35,RJ,rio de janeiro,delivered,2017-11-20 15:08:25,small_appliances,SP,450.0,29.47,479.47,credit_card,479.47,5.0,11.0,True,False
f4e4e886a056bb9c7ed4a19c013a833d,RJ,rio de janeiro,delivered,2018-05-03 16:05:40,watches_gifts,SP,99.9,0.0,99.9,credit_card,99.9,1.0,12.0,True,False
b84fe8a21d1d5e8f5dad9065cd163305,PA,belem,delivered,2017-05-24 09:16:40,musical_instruments,SP,210.82,29.88,240.7,credit_card,240.7,4.0,13.0,True,False
8bf374450911ac76af4ba0a4f1233d0e,SP,vargem grande paulista,delivered,2017-10-13 11:46:19,consoles_games,SP,90.0,9.44,99.44,credit_card,99.44,3.0,7.0,True,False
f9df206bb22d417017b52ddef1c2795e,RN,parnamirim,delivered,2018-04-19 18:23:18,computers_accessories,SP,159.8,46.12,205.92,credit_card,205.92,1.0,10.0,True,False
59a7ff272ffc5a0a705f006f9b2db1b9,RJ,rio de janeiro,delivered,2018-04-06 12:54:18,computers_accessories,SP,110.0,16.74,126.74,credit_card,126.74,1.0,11.0,True,False
fea523ebb7e205d346f445544e0a18fd,RJ,rio de janeiro,delivered,2018-08-17 12:46:57,bed_bath_table,SP,48.05,21.64,69.69,credit_card,69.69,,7.0,True,False
